Subawardee UEI,Hull,Subawardee Vendor Name,Builder,Predominant SWBS,Assigned $M,Records,First Subaward,Last Subaward,Confidence
HMBSX7Z72UK4,DDG 123,"WESTLAND TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
G78MQ69BN636,DDG 123,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK68QNYRQCH8,DDG 123,"AMERICAN BOA, INCORPORATED",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XYNDM1Y7XGG7,DDG 123,AMERICAN METAL BEARING COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 123,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LCTCMUR9KYB6,DDG 123,"CAJUN PROCESS SOLUTIONS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FJMAMQK89ZB8,DDG 123,"CAMERON TECHNOLOGIES US, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
UK6NAHCH8459,DDG 123,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1B6X8AADFB1,DDG 123,"COMSACO, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 123,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LSGYNGHKB863,DDG 123,DEBAN ENTERPRISES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PGNTKH2XZAN5,DDG 123,"DEFENSE TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
NK1RB5VKXES9,DDG 123,"DETROIT SWITCH, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 123,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MYJHF1S2HGV5,DDG 123,"EPSILON SYSTEMS SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KXWXRYB3FBW3,DDG 123,FLOWSERVE CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 123,"GRISWOLD INDUSTRIES, CO.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LX5BF78ZTHW4,DDG 123,"HDT EXPEDITIONARY SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SSD8KRDXKG46,DDG 123,"HILLER COMPANIES, INC., THE",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 123,HOWDEN NORTH AMERICA INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
DJG7NEG7QRK5,DDG 123,"HUNT VALVE COMPANY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
U4MMR7DR2DR7,DDG 123,"JAL ENTERPRISES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
R1M8JJH7J5W5,DDG 123,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
WPP2ABN6UCF5,DDG 123,"L3 TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLE1E2KALJA5,DDG 123,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KTMAJCY6JXM3,DDG 123,"LEIDOS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HUK5MJK4MH39,DDG 123,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PNLJW4UFU1A8,DDG 123,"MARK C. POPE ASSOCIATES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MC77SUMRLXY5,DDG 123,"MILWAUKEE VALVE COMPANY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XECCFU26TTP9,DDG 123,"Moniteq, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
F3XKPA82MHQ5,DDG 123,"NAG, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 123,NORTHROP GRUMMAN SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SLTUM1DV4433,DDG 123,"PARASENSE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FD69PPCVM2B8,DDG 123,"PASCAGOULA LAUNCH SERVICE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DW33W8L3N1P8,DDG 123,"PHOENIX GROUP OF VIRGINIA, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
H12BMH6V6495,DDG 123,"PIMA VALVE, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D44RA79E3K57,DDG 123,"PRECISION PRODUCTS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
V1MQFNQB56Z5,DDG 123,RIX INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
G15JF2TNVBL6,DDG 123,SIGNET MARITIME CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CYJ3L6SQANB4,DDG 123,"SPARTON AYDIN, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EEJPJ342F3P1,DDG 123,"TABET MANUFACTURING COMPANY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK16ZQ9FRJ51,DDG 123,TAVERNIER DIDIER,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CQQUMMDARBG3,DDG 123,THE DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FZPYZ11SFNA6,DDG 123,TIMKEN GEARS & SERVICES INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LQP7LJVDX6M6,DDG 123,"WESCO DISTRIBUTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 125,"SOUTHCOAST WELDING & MANUFACTURING, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 125,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MYJHF1S2HGV5,DDG 125,"EPSILON SYSTEMS SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LCYTE2L5JEP4,DDG 125,NAVAL ENGINEERING SUPPORT INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 125,"DRS POWER & CONTROL TECHNOLOGIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LCZDJ6YPNYG6,DDG 125,MARTIN ENERGY SERVICES LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 125,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PJRYS7EFXQD9,DDG 125,"B.N.L. INDUSTRIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FREEMCLKFXE3,DDG 125,BATH IRON WORKS CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
J8ATNVMEGLK1,DDG 125,"CHAND, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
WPP2ABN6UCF5,DDG 125,"L3 TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 125,"MAROTTA CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU2ME5ZK8VL3,DDG 125,"MMC METROLOGY LAB, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
NQKEVF8KEMP1,DDG 125,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 125,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 125,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
WWMME88ERQG5,DDG 125,"BESTWELD, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FCK2D4PSV1L2,DDG 125,"DOVER ENERGY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 125,"GRISWOLD INDUSTRIES, CO.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EANJVKFHMSZ8,DDG 125,"GULF FASTENER, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 125,HOWDEN NORTH AMERICA INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
U4MMR7DR2DR7,DDG 125,"JAL ENTERPRISES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 125,JUNIPER ELBOW CO. INC.,HII-Ingalls,100 Hull Structure,,,,,B
LN9YKAX66918,DDG 125,"KULITE SEMICONDUCTOR PRODUCTS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 125,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
V16LFA3JDR14,DDG 125,Limitorque Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NBM4G4SAFQM3,DDG 125,"QUALITY PERFORMANCE, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XTB5UHKL6VE8,DDG 125,"SEA-TECH PRODUCTS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PW9GWUTL4KV5,DDG 125,U S INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GGERZB4A1FB3,DDG 125,WBPARTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK68QNYRQCH8,DDG 125,"AMERICAN BOA, INCORPORATED",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XYNDM1Y7XGG7,DDG 125,AMERICAN METAL BEARING COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
YET2PMM1L7J4,DDG 125,AUTOMATED PRECISION INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 125,BOGUE SYSTEMS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FJMAMQK89ZB8,DDG 125,"CAMERON TECHNOLOGIES US, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 125,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XMLNYKT139G8,DDG 125,CRESTWOOD TECHNOLOGY GROUP CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LSGYNGHKB863,DDG 125,DEBAN ENTERPRISES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
REXPSJ7NAHU8,DDG 125,DERBYSHIRE MACHINE & TOOL CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NK1RB5VKXES9,DDG 125,"DETROIT SWITCH, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 125,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 125,ESI ACQUISITION CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
N6P1AGPMV456,DDG 125,EVAC NORTH AMERICA INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CJF6S4UR1LM8,DDG 125,EVOQUA WATER TECHNOLOGIES LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J1T1FEN3PWX6,DDG 125,GENERAL ELECTRIC COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZVKEBJ4HQHB8,DDG 125,"HEILIND MIL-AERO, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZLM5NQE8LSR8,DDG 125,"IMECO, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
R1M8JJH7J5W5,DDG 125,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KC78MF1CL9B8,DDG 125,KINNAMAN ELECTRIC INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QV38GMJUBJQ3,DDG 125,L3HARRIS MARITIME SERVICES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HUK5MJK4MH39,DDG 125,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QVTKQ7LJE196,DDG 125,M.T. DAVIDSON COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PNLJW4UFU1A8,DDG 125,"MARK C. POPE ASSOCIATES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
T4RCBDVMPVM4,DDG 125,"MEGGITT DEFENSE SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QYKAR7MJJXL7,DDG 125,"MEGGITT SAFETY SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KB45YQR3KSL5,DDG 125,MISSISSIPPI SECURITY POLICE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XECCFU26TTP9,DDG 125,"MONITEQ, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 125,NORTHROP GRUMMAN SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SLTUM1DV4433,DDG 125,"PARASENSE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FD69PPCVM2B8,DDG 125,"PASCAGOULA LAUNCH SERVICE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DW33W8L3N1P8,DDG 125,"PHOENIX GROUP OF VIRGINIA, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
V1MQFNQB56Z5,DDG 125,RIX INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
G15JF2TNVBL6,DDG 125,SIGNET MARITIME CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 125,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 125,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EEJPJ342F3P1,DDG 125,"TABET MANUFACTURING COMPANY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK16ZQ9FRJ51,DDG 125,TAVERNIER DIDIER,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CQQUMMDARBG3,DDG 125,THE DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
YMKJUADMJN79,DDG 125,"TRI-TEC MANUFACTURING, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VD5WUGZUCJ44,DDG 125,"Triple Son Wholesale Timber, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LQP7LJVDX6M6,DDG 125,"WESCO DISTRIBUTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HUK5MJK4MH39,DDG 127,"LESLIE CONTROLS, INC.",GD-BIW,n/a (non-HII),,,,,B
SKKACASET588,DDG 128,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDNNTCM7SUS8,DDG 128,"IMIA, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 128,"DRS POWER & CONTROL TECHNOLOGIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 128,NORTHROP GRUMMAN SYSTEMS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PW9GWUTL4KV5,DDG 128,"US, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
C4C1WKKFJ8H5,DDG 128,ENERGY RENTAL SOLUTIONS LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LCZDJ6YPNYG6,DDG 128,"MARTIN ENERGY SERVICES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
CAKCE9S4WL78,DDG 128,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J8ATNVMEGLK1,DDG 128,CHAND LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FCK2D4PSV1L2,DDG 128,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 128,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 128,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
HUK5MJK4MH39,DDG 128,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
N5KMLMXEPFM5,DDG 128,PARKER-HANNIFIN CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 128,"SOUTHCOAST WELDING & MANUFACTURING, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 128,BOGUE SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 128,GRISWOLD INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VGCPT3NSM831,DDG 128,HII FLEET SUPPORT GROUP LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 128,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
NBM4G4SAFQM3,DDG 128,"QUALITY PERFORMANCE, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 128,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 128,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LM35HWEVUPH3,DDG 128,ADI TECHNOLOGIES INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XYNDM1Y7XGG7,DDG 128,AMERICAN METAL BEARING CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
UK6NAHCH8459,DDG 128,CAROLINA POWER SYSTEMS OF SUMTER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Z89SS59265U9,DDG 128,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J1T1FEN3PWX6,DDG 128,GENERAL ELECTRIC COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HYN4GBTR6TF3,DDG 128,GULF COAST MARINE SUPPLY CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
R1M8JJH7J5W5,DDG 128,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SLD5KEGGLLZ3,DDG 128,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 128,JUNIPER ELBOW CO. INC.,HII-Ingalls,100 Hull Structure,,,,,B
LN9YKAX66918,DDG 128,"KULITE SEMICONDUCTOR PRODUCTS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 128,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FD69PPCVM2B8,DDG 128,PASCAGOULA LAUNCH SERVICE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NQKEVF8KEMP1,DDG 128,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
D44RA79E3K57,DDG 128,PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
V1MQFNQB56Z5,DDG 128,RIX INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLVBPCA2LH41,DDG 128,Rolls-Royce Marine North America Inc.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 128,"U.S. PIONEER, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK68QNYRQCH8,DDG 128,"AMERICAN BOA, INCORPORATED",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNY4J2WMVJX3,DDG 128,"ASC ENGINEERED SOLUTIONS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LJLZRNS9DYC6,DDG 128,Anixter Inc.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PJRYS7EFXQD9,DDG 128,"B.N.L. INDUSTRIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
WWMME88ERQG5,DDG 128,"BESTWELD, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 128,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DA2CMNNJWSZ4,DDG 128,Captain Freds Sea Trial Support LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LSGYNGHKB863,DDG 128,DEBAN ENTERPRISES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KF3NGNBNQ271,DDG 128,"DELPHINUS ENGINEERING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
NK1RB5VKXES9,DDG 128,"DETROIT SWITCH, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VJMTKNLENX24,DDG 128,ENGINEERED COIL COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
TSCZLHCGNQ53,DDG 128,FACET (OKLAHOMA) LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZU51LS7JZ8L5,DDG 128,FCX SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 128,GOODRICH CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 128,HOWDEN NORTH AMERICA INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
F4GNMTCCXGM8,DDG 128,"HUTCHINSON INDUSTRIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KWHXKLAL87T5,DDG 128,"IN-PLACE MACHINING COMPANY, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JL4THZCMNKR7,DDG 128,JACKSON PLATING CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C18KXNHETC95,DDG 128,KITCO FIBER OPTICS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
DY2JXQ22MA14,DDG 128,KSARIA SERVICE CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ELC5EVMWFVM8,DDG 128,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,100 Hull Structure,,,,,B
YELYMYLF82L9,DDG 128,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QLNMVC12KWY3,DDG 128,"LEIDOS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
V16LFA3JDR14,DDG 128,Limitorque Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PNLJW4UFU1A8,DDG 128,"MARK C. POPE ASSOCIATES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QYKAR7MJJXL7,DDG 128,MEGGITT SAFETY SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FGNQE3RF1FK5,DDG 128,"MORPAC INDUSTRIES, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SLTUM1DV4433,DDG 128,"PARASENSE, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU7ZGUDEJA79,DDG 128,RAILWAY SPECIALTIES CORPORATION,HII-Ingalls,100 Hull Structure,,,,,B
GN82WS7LRJ77,DDG 128,SPACE MACHINE & ENGINEERING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CJ8CQLEM2RW3,DDG 128,SYSCO USA II LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M4ANYAZ8Q6H8,DDG 128,"Setra Systems, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EEJPJ342F3P1,DDG 128,"TABET MANUFACTURING COMPANY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 128,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VD5WUGZUCJ44,DDG 128,"Triple Son Wholesale Timber, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DBQGN324ULK3,DDG 128,"W.W. GRAINGER, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
F99CKJDLYZR3,DDG 128,"WESCO DISTRIBUTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LQP7LJVDX6M6,DDG 128,"WESCO DISTRIBUTION, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HMBSX7Z72UK4,DDG 128,"WESTLAND TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 129,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JU2ME5ZK8VL3,DDG 129,"MMC METROLOGY LAB, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 129,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 129,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HII-Ingalls,300 Electric Plant,,,,,B
CAKCE9S4WL78,DDG 129,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 129,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 129,ESI ACQUISITION CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 129,JUNIPER ELBOW CO. INC.,HII-Ingalls,100 Hull Structure,,,,,B
D44RA79E3K57,DDG 129,PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PDZUR2FMYD89,DDG 129,RANGER ENVIRONMENTAL SERVICES LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 129,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 129,"CP INDUSTRIES HOLDINGS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FJMAMQK89ZB8,DDG 129,"Cameron Technologies Us, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JA2KCX21NL48,DDG 129,"DEFENSE MARITIME SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
C4C1WKKFJ8H5,DDG 129,ENERGY RENTAL SOLUTIONS LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 129,GOODRICH CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VGCPT3NSM831,DDG 129,HII FLEET SUPPORT GROUP LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDNNTCM7SUS8,DDG 129,"IMIA, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LN9YKAX66918,DDG 129,"KULITE SEMICONDUCTOR PRODUCTS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
