Subaward Report ID,Prime PIID,Builder,Original Candidate Hulls,Timing Candidate Hulls,Timing Candidate Count,Candidate Stages,Stage Consensus Flag,Narrowing Result,Lifecycle Confidence,Lifecycle Attribution Scope,Assigned Hull
21030698,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030699,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030700,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030701,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030702,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030703,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030704,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030705,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030706,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030707,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030708,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030709,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030710,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030711,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030712,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030713,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030714,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030715,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030716,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030717,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030718,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030719,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030720,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030721,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030722,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030723,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030724,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030725,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030726,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131,3,Long-lead,TRUE,2-3 candidates,Medium,"Evidence-based narrowing, not modeled allocation",
21030728,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030729,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030730,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030731,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030732,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030733,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030734,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030736,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030739,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030740,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030741,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030742,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030743,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030744,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030745,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030746,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030747,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030750,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030751,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030752,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030753,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030754,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030755,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030756,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030757,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030758,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030759,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030760,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030761,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030762,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030763,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030764,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030765,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030766,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030767,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030768,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030769,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030770,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030771,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030772,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030773,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030774,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030775,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030777,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030778,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030779,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030780,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030781,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030782,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Construction / Long-lead / Outfit / test,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030783,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030784,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030785,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030786,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030787,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030788,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137,6,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030789,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030790,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030791,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133,4,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030792,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030793,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030794,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030795,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Long-lead,TRUE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030796,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030797,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
21030798,N0002418C2307,HII-Ingalls,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135,5,Construction / Long-lead,FALSE,Still family-level,Low,"Evidence-based narrowing, not modeled allocation",
