Subaward Report ID,Prime PIID,Original Hull Confidence,Candidate Hull,Builder,Subaward Date,Candidate Hull Stage on Date,Window Match Flag,Date Source Confidence,Lifecycle Confidence,Include as Timing Candidate?,Reason
21030484,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030484,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030484,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030484,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030484,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030485,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-14,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030485,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030485,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030485,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030485,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030485,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030485,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030486,N0002418C2307,D,DDG 128,HII-Ingalls,2018-10-31,Long-lead,TRUE,Actual,Medium,TRUE,Oct 2018 in DDG 128 long-lead window (before fabrication start)
21030486,N0002418C2307,D,DDG 129,HII-Ingalls,2018-10-31,Long-lead,TRUE,Projected,Medium,TRUE,Oct 2018 in DDG 129 long-lead window (before fabrication start)
21030486,N0002418C2307,D,DDG 131,HII-Ingalls,2018-10-31,Long-lead,TRUE,Projected,Medium,TRUE,Oct 2018 in DDG 131 long-lead window (before fabrication start)
21030486,N0002418C2307,D,DDG 133,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 133 (> 48 mo before fab start) - excluded
21030486,N0002418C2307,D,DDG 135,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030486,N0002418C2307,D,DDG 137,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030486,N0002418C2307,D,DDG 139,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030487,N0002418C2307,D,DDG 128,HII-Ingalls,2018-10-31,Long-lead,TRUE,Actual,Medium,TRUE,Oct 2018 in DDG 128 long-lead window (before fabrication start)
21030487,N0002418C2307,D,DDG 129,HII-Ingalls,2018-10-31,Long-lead,TRUE,Projected,Medium,TRUE,Oct 2018 in DDG 129 long-lead window (before fabrication start)
21030487,N0002418C2307,D,DDG 131,HII-Ingalls,2018-10-31,Long-lead,TRUE,Projected,Medium,TRUE,Oct 2018 in DDG 131 long-lead window (before fabrication start)
21030487,N0002418C2307,D,DDG 133,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 133 (> 48 mo before fab start) - excluded
21030487,N0002418C2307,D,DDG 135,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030487,N0002418C2307,D,DDG 137,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030487,N0002418C2307,D,DDG 139,HII-Ingalls,2018-10-31,Long-lead,FALSE,Projected,Medium,FALSE,Oct 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030488,N0002418C2307,C,DDG 128,HII-Ingalls,2019-02-28,Long-lead,TRUE,Actual,Low,TRUE,Feb 2019 in DDG 128 long-lead window (before fabrication start)
21030488,N0002418C2307,C,DDG 129,HII-Ingalls,2019-02-28,Long-lead,TRUE,Projected,Low,TRUE,Feb 2019 in DDG 129 long-lead window (before fabrication start)
21030488,N0002418C2307,C,DDG 131,HII-Ingalls,2019-02-28,Long-lead,TRUE,Projected,Low,TRUE,Feb 2019 in DDG 131 long-lead window (before fabrication start)
21030488,N0002418C2307,C,DDG 133,HII-Ingalls,2019-02-28,Long-lead,TRUE,Projected,Low,TRUE,Feb 2019 in DDG 133 long-lead window (before fabrication start)
21030488,N0002418C2307,C,DDG 135,HII-Ingalls,2019-02-28,Long-lead,FALSE,Projected,Low,FALSE,Feb 2019 too early for DDG 135 (> 48 mo before fab start) - excluded
21030488,N0002418C2307,C,DDG 137,HII-Ingalls,2019-02-28,Long-lead,FALSE,Projected,Low,FALSE,Feb 2019 too early for DDG 137 (> 48 mo before fab start) - excluded
21030488,N0002418C2307,C,DDG 139,HII-Ingalls,2019-02-28,Long-lead,FALSE,Projected,Low,FALSE,Feb 2019 too early for DDG 139 (> 48 mo before fab start) - excluded
21030531,N0002418C2307,C,DDG 128,HII-Ingalls,2022-07-22,Construction,TRUE,Actual,Low,TRUE,Jul 2022 within DDG 128 construction window
21030531,N0002418C2307,C,DDG 129,HII-Ingalls,2022-07-22,Construction,TRUE,Projected,Low,TRUE,Jul 2022 within DDG 129 construction window
21030531,N0002418C2307,C,DDG 131,HII-Ingalls,2022-07-22,Construction,TRUE,Projected,Low,TRUE,Jul 2022 within DDG 131 construction window
21030531,N0002418C2307,C,DDG 133,HII-Ingalls,2022-07-22,Long-lead,TRUE,Projected,Low,TRUE,Jul 2022 in DDG 133 long-lead window (before fabrication start)
21030531,N0002418C2307,C,DDG 135,HII-Ingalls,2022-07-22,Long-lead,TRUE,Projected,Low,TRUE,Jul 2022 in DDG 135 long-lead window (before fabrication start)
21030531,N0002418C2307,C,DDG 137,HII-Ingalls,2022-07-22,Long-lead,TRUE,Projected,Low,TRUE,Jul 2022 in DDG 137 long-lead window (before fabrication start)
21030531,N0002418C2307,C,DDG 139,HII-Ingalls,2022-07-22,Long-lead,FALSE,Projected,Low,FALSE,Jul 2022 too early for DDG 139 (> 48 mo before fab start) - excluded
21030540,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030540,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030540,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030540,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030540,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030540,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030540,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030541,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030541,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030541,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030541,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030541,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030541,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030541,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030542,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030542,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030542,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030542,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030542,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030542,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030542,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030543,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030543,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030543,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030543,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030543,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030543,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030543,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030544,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030544,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030544,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030544,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030544,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030544,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030544,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030545,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-18,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030545,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030545,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030545,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030545,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030545,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030545,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-18,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030562,N0002418C2307,C,DDG 128,HII-Ingalls,2020-06-18,Long-lead,TRUE,Actual,Low,TRUE,Jun 2020 in DDG 128 long-lead window (before fabrication start)
21030562,N0002418C2307,C,DDG 129,HII-Ingalls,2020-06-18,Long-lead,TRUE,Projected,Low,TRUE,Jun 2020 in DDG 129 long-lead window (before fabrication start)
21030562,N0002418C2307,C,DDG 131,HII-Ingalls,2020-06-18,Long-lead,TRUE,Projected,Low,TRUE,Jun 2020 in DDG 131 long-lead window (before fabrication start)
21030562,N0002418C2307,C,DDG 133,HII-Ingalls,2020-06-18,Long-lead,TRUE,Projected,Low,TRUE,Jun 2020 in DDG 133 long-lead window (before fabrication start)
21030562,N0002418C2307,C,DDG 135,HII-Ingalls,2020-06-18,Long-lead,TRUE,Projected,Low,TRUE,Jun 2020 in DDG 135 long-lead window (before fabrication start)
21030562,N0002418C2307,C,DDG 137,HII-Ingalls,2020-06-18,Long-lead,FALSE,Projected,Low,FALSE,Jun 2020 too early for DDG 137 (> 48 mo before fab start) - excluded
21030562,N0002418C2307,C,DDG 139,HII-Ingalls,2020-06-18,Long-lead,FALSE,Projected,Low,FALSE,Jun 2020 too early for DDG 139 (> 48 mo before fab start) - excluded
21030570,N0002418C2307,C,DDG 128,HII-Ingalls,2021-07-30,Long-lead,TRUE,Actual,Low,TRUE,Jul 2021 in DDG 128 long-lead window (before fabrication start)
21030570,N0002418C2307,C,DDG 129,HII-Ingalls,2021-07-30,Construction,TRUE,Projected,Low,TRUE,Jul 2021 within DDG 129 construction window
21030570,N0002418C2307,C,DDG 131,HII-Ingalls,2021-07-30,Long-lead,TRUE,Projected,Low,TRUE,Jul 2021 in DDG 131 long-lead window (before fabrication start)
21030570,N0002418C2307,C,DDG 133,HII-Ingalls,2021-07-30,Long-lead,TRUE,Projected,Low,TRUE,Jul 2021 in DDG 133 long-lead window (before fabrication start)
21030570,N0002418C2307,C,DDG 135,HII-Ingalls,2021-07-30,Long-lead,TRUE,Projected,Low,TRUE,Jul 2021 in DDG 135 long-lead window (before fabrication start)
21030570,N0002418C2307,C,DDG 137,HII-Ingalls,2021-07-30,Long-lead,FALSE,Projected,Low,FALSE,Jul 2021 too early for DDG 137 (> 48 mo before fab start) - excluded
21030570,N0002418C2307,C,DDG 139,HII-Ingalls,2021-07-30,Long-lead,FALSE,Projected,Low,FALSE,Jul 2021 too early for DDG 139 (> 48 mo before fab start) - excluded
21030578,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-14,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030578,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030578,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030578,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030578,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030578,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030578,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030579,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-14,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030579,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030579,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030579,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030579,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030579,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030579,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030580,N0002418C2307,D,DDG 128,HII-Ingalls,2018-12-14,Long-lead,TRUE,Actual,Low,TRUE,Dec 2018 in DDG 128 long-lead window (before fabrication start)
21030580,N0002418C2307,D,DDG 129,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 129 long-lead window (before fabrication start)
21030580,N0002418C2307,D,DDG 131,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 131 long-lead window (before fabrication start)
21030580,N0002418C2307,D,DDG 133,HII-Ingalls,2018-12-14,Long-lead,TRUE,Projected,Low,TRUE,Dec 2018 in DDG 133 long-lead window (before fabrication start)
21030580,N0002418C2307,D,DDG 135,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 135 (> 48 mo before fab start) - excluded
21030580,N0002418C2307,D,DDG 137,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 137 (> 48 mo before fab start) - excluded
21030580,N0002418C2307,D,DDG 139,HII-Ingalls,2018-12-14,Long-lead,FALSE,Projected,Low,FALSE,Dec 2018 too early for DDG 139 (> 48 mo before fab start) - excluded
21030581,N0002418C2307,C,DDG 128,HII-Ingalls,2020-05-29,Long-lead,TRUE,Actual,Low,TRUE,May 2020 in DDG 128 long-lead window (before fabrication start)
21030581,N0002418C2307,C,DDG 129,HII-Ingalls,2020-05-29,Long-lead,TRUE,Projected,Low,TRUE,May 2020 in DDG 129 long-lead window (before fabrication start)
21030581,N0002418C2307,C,DDG 131,HII-Ingalls,2020-05-29,Long-lead,TRUE,Projected,Low,TRUE,May 2020 in DDG 131 long-lead window (before fabrication start)
21030581,N0002418C2307,C,DDG 133,HII-Ingalls,2020-05-29,Long-lead,TRUE,Projected,Low,TRUE,May 2020 in DDG 133 long-lead window (before fabrication start)
21030581,N0002418C2307,C,DDG 135,HII-Ingalls,2020-05-29,Long-lead,TRUE,Projected,Low,TRUE,May 2020 in DDG 135 long-lead window (before fabrication start)
21030581,N0002418C2307,C,DDG 137,HII-Ingalls,2020-05-29,Long-lead,FALSE,Projected,Low,FALSE,May 2020 too early for DDG 137 (> 48 mo before fab start) - excluded
21030581,N0002418C2307,C,DDG 139,HII-Ingalls,2020-05-29,Long-lead,FALSE,Projected,Low,FALSE,May 2020 too early for DDG 139 (> 48 mo before fab start) - excluded
21030582,N0002418C2307,C,DDG 128,HII-Ingalls,2023-12-18,Outfit / test,TRUE,Actual,Low,TRUE,Dec 2023 within DDG 128 outfit / test window (post-launch)
21030582,N0002418C2307,C,DDG 129,HII-Ingalls,2023-12-18,Construction,TRUE,Projected,Low,TRUE,Dec 2023 within DDG 129 construction window
21030582,N0002418C2307,C,DDG 131,HII-Ingalls,2023-12-18,Construction,TRUE,Projected,Low,TRUE,Dec 2023 within DDG 131 construction window
21030582,N0002418C2307,C,DDG 133,HII-Ingalls,2023-12-18,Construction,TRUE,Projected,Low,TRUE,Dec 2023 within DDG 133 construction window
21030582,N0002418C2307,C,DDG 135,HII-Ingalls,2023-12-18,Construction,TRUE,Projected,Low,TRUE,Dec 2023 within DDG 135 construction window
21030582,N0002418C2307,C,DDG 137,HII-Ingalls,2023-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2023 in DDG 137 long-lead window (before fabrication start)
21030582,N0002418C2307,C,DDG 139,HII-Ingalls,2023-12-18,Long-lead,TRUE,Projected,Low,TRUE,Dec 2023 in DDG 139 long-lead window (before fabrication start)
21030584,N0002418C2307,D,DDG 128,HII-Ingalls,2023-05-23,Construction,TRUE,Actual,Low,TRUE,May 2023 within DDG 128 construction window
21030584,N0002418C2307,D,DDG 129,HII-Ingalls,2023-05-23,Construction,TRUE,Projected,Low,TRUE,May 2023 within DDG 129 construction window
21030584,N0002418C2307,D,DDG 131,HII-Ingalls,2023-05-23,Construction,TRUE,Projected,Low,TRUE,May 2023 within DDG 131 construction window
21030584,N0002418C2307,D,DDG 133,HII-Ingalls,2023-05-23,Construction,TRUE,Projected,Low,TRUE,May 2023 within DDG 133 construction window
21030584,N0002418C2307,D,DDG 135,HII-Ingalls,2023-05-23,Long-lead,TRUE,Projected,Low,TRUE,May 2023 in DDG 135 long-lead window (before fabrication start)
21030584,N0002418C2307,D,DDG 137,HII-Ingalls,2023-05-23,Long-lead,TRUE,Projected,Low,TRUE,May 2023 in DDG 137 long-lead window (before fabrication start)
21030584,N0002418C2307,D,DDG 139,HII-Ingalls,2023-05-23,Long-lead,FALSE,Projected,Low,FALSE,May 2023 too early for DDG 139 (> 48 mo before fab start) - excluded
21030585,N0002418C2307,C,DDG 128,HII-Ingalls,2021-01-22,Long-lead,TRUE,Actual,Low,TRUE,Jan 2021 in DDG 128 long-lead window (before fabrication start)
21030585,N0002418C2307,C,DDG 129,HII-Ingalls,2021-01-22,Construction,TRUE,Projected,Low,TRUE,Jan 2021 within DDG 129 construction window
21030585,N0002418C2307,C,DDG 131,HII-Ingalls,2021-01-22,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 131 long-lead window (before fabrication start)
21030585,N0002418C2307,C,DDG 133,HII-Ingalls,2021-01-22,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 133 long-lead window (before fabrication start)
21030585,N0002418C2307,C,DDG 135,HII-Ingalls,2021-01-22,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 135 long-lead window (before fabrication start)
21030585,N0002418C2307,C,DDG 137,HII-Ingalls,2021-01-22,Long-lead,FALSE,Projected,Low,FALSE,Jan 2021 too early for DDG 137 (> 48 mo before fab start) - excluded
21030585,N0002418C2307,C,DDG 139,HII-Ingalls,2021-01-22,Long-lead,FALSE,Projected,Low,FALSE,Jan 2021 too early for DDG 139 (> 48 mo before fab start) - excluded
21030586,N0002418C2307,C,DDG 128,HII-Ingalls,2021-01-26,Long-lead,TRUE,Actual,Low,TRUE,Jan 2021 in DDG 128 long-lead window (before fabrication start)
21030586,N0002418C2307,C,DDG 129,HII-Ingalls,2021-01-26,Construction,TRUE,Projected,Low,TRUE,Jan 2021 within DDG 129 construction window
21030586,N0002418C2307,C,DDG 131,HII-Ingalls,2021-01-26,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 131 long-lead window (before fabrication start)
21030586,N0002418C2307,C,DDG 133,HII-Ingalls,2021-01-26,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 133 long-lead window (before fabrication start)
21030586,N0002418C2307,C,DDG 135,HII-Ingalls,2021-01-26,Long-lead,TRUE,Projected,Low,TRUE,Jan 2021 in DDG 135 long-lead window (before fabrication start)
21030586,N0002418C2307,C,DDG 137,HII-Ingalls,2021-01-26,Long-lead,FALSE,Projected,Low,FALSE,Jan 2021 too early for DDG 137 (> 48 mo before fab start) - excluded
21030586,N0002418C2307,C,DDG 139,HII-Ingalls,2021-01-26,Long-lead,FALSE,Projected,Low,FALSE,Jan 2021 too early for DDG 139 (> 48 mo before fab start) - excluded
21030587,N0002418C2307,D,DDG 128,HII-Ingalls,2019-12-06,Long-lead,TRUE,Actual,Low,TRUE,Dec 2019 in DDG 128 long-lead window (before fabrication start)
21030587,N0002418C2307,D,DDG 129,HII-Ingalls,2019-12-06,Long-lead,TRUE,Projected,Low,TRUE,Dec 2019 in DDG 129 long-lead window (before fabrication start)
21030587,N0002418C2307,D,DDG 131,HII-Ingalls,2019-12-06,Long-lead,TRUE,Projected,Low,TRUE,Dec 2019 in DDG 131 long-lead window (before fabrication start)
21030587,N0002418C2307,D,DDG 133,HII-Ingalls,2019-12-06,Long-lead,TRUE,Projected,Low,TRUE,Dec 2019 in DDG 133 long-lead window (before fabrication start)
21030587,N0002418C2307,D,DDG 135,HII-Ingalls,2019-12-06,Long-lead,TRUE,Projected,Low,TRUE,Dec 2019 in DDG 135 long-lead window (before fabrication start)
21030587,N0002418C2307,D,DDG 137,HII-Ingalls,2019-12-06,Long-lead,FALSE,Projected,Low,FALSE,Dec 2019 too early for DDG 137 (> 48 mo before fab start) - excluded
