Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",20700945,a0a98966-fcb9-11ef-8e2a-e7034f2d18cd,998656-1,2017-11-06,2018-02-09,820456.0,04018-01 P&L PANELS (DDG125),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-02-08,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FY17 DDG51 CLASS GUIDED MISSILE DESTROYER, DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 125,1,DDG 125,1,Long-lead,Nov 2017 in DDG 125 long-lead window (before fabrication start),Actual,,
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",20700944,a0a986f0-fcb9-11ef-8e2a-e7034f2d18cd,998656-1,2017-11-06,2017-12-05,820456.0,04018-01 P&L PANELS (DDG125),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2017-12-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"0101 - CONSTRUCT FY14 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
0201 - CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
0301 - CONSTRUCT FY16 DDG 51 GUIDED MISSILE DESTROYER DDG 123
0401 - CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 125,1,DDG 119 / DDG 121 / DDG 123 / DDG 125,4,Long-lead,Nov 2017 in DDG 125 long-lead window (before fabrication start),Actual,,
V16LFA3JDR14,Limitorque Corporation,HUNTINGTON INGALLS INCORPORATED,,,20700986,a0a9fba8-fcb9-11ef-8e2a-e7034f2d18cd,1020891-1,2018-02-12,2018-03-07,43610.0,05050-02 (DDG125),5114 WOODALL RD,,lynchburg,06,VA,Virginia,USA,United States,245022248,,,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-03-01,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,DDG 119AF REWEIGHT FACTORS AND BILLING PRICE,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05050-02,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Feb 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
FREEMCLKFXE3,BATH IRON WORKS CORPORATION,Ingalls Shipbuilding,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,20699955,9e697f6c-fcb9-11ef-8e2a-e7034f2d18cd,1021497-1,2018-03-02,2018-04-16,123911.35,04018-01 P&L PANELS (DDG125),700 WASHINGTON ST,,bath,01,ME,Maine,USA,United States,045302574,2X; MF,For-Profit Organization; Manufacturer of Goods,723611; 724779; 1222196; 807466; 1378654,Scott  Blackburn; Patrick  Thomas; Fred  Harris; Jerry  Cashman; Dirk  Lesko,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-04-13,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY13 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117; CONSTRUCT FY14 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119; CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 120; CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 122; CONSTRUCT FY17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 124,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 119 / DDG 120 / DDG 122 / DDG 124,5,Long-lead,Mar 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
FREEMCLKFXE3,BATH IRON WORKS CORPORATION,HUNTINGTON INGALLS INCORPORATED,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,20699954,9e697cd8-fcb9-11ef-8e2a-e7034f2d18cd,1021497-1,2018-03-02,2018-04-10,123911.35,04018-01 P&L PANELS (DDG125),700 WASHINGTON ST,,bath,01,ME,Maine,USA,United States,045302574,2X; MF,For-Profit Organization; Manufacturer of Goods,1222196; 724779; 807466; 723611; 1378654,Fred  Harris; Patrick  Thomas; Jerry  Cashman; Scott  Blackburn; Dirk  Lesko,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-03-30,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY16 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 125,1,DDG 125,1,Long-lead,Mar 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,Ingalls Shipbuilding,SKKACASET588,DYNALEC CORPORATION,20700338,9e6e0f3c-fcb9-11ef-8e2a-e7034f2d18cd,1033878-1,2018-04-25,2018-05-09,50197.0,08022-01 (DDG125),87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-05-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"ECP 51-1897R1C2, AN/SLQ-32(V) 6 SEWIP BLOCK 2 INSTALL LESSONS LEARNED",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08022-01,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Apr 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,Ingalls Shipbuilding,SKKACASET588,DYNALEC CORPORATION,20700306,9e6db9f6-fcb9-11ef-8e2a-e7034f2d18cd,1033762-1,2018-04-25,2018-05-09,33312.75,08022-01 (DDG125),87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-05-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"ECP 51-1897R1C2, AN/SLQ-32(V) 6 SEWIP BLOCK 2 INSTALL LESSONS LEARNED",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08022-01,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Apr 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",HUNTINGTON INGALLS INCORPORATED,W1LDBNHD4EM7,Schlumberger N.V.,20700032,9e6a716a-fcb9-11ef-8e2a-e7034f2d18cd,1032656-1,2018-05-01,2018-06-12,181064.0,"03106-01 GAUGES, PRESS DDG125",4040 CAPITOL AVE,,whittier,38,CA,California,USA,United States,906011735,,,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,03106-01,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",HUNTINGTON INGALLS INCORPORATED,,,20701226,a0aca5b0-fcb9-11ef-8e2a-e7034f2d18cd,1031815-1,2018-05-01,2018-06-12,351625.0,"03106-01 GAUGES, PRESS DDG125",4989 CLEVELAND STREET,,virginia beach,02,VA,Virginia,USA,United States,234622525,2X; 8W; A2; XS,For-Profit Organization; Woman-Owned Business; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,03106-01,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,20700336,9e6e097e-fcb9-11ef-8e2a-e7034f2d18cd,1035325-1,2018-05-02,2018-06-12,49414.3,08054-01(DDG125),87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08054-01,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SLTUM1DV4433,"PARASENSE, INC",HUNTINGTON INGALLS INCORPORATED,S987C2WHMF29,PNC Equity Partners LP,20701364,a0ae8c40-fcb9-11ef-8e2a-e7034f2d18cd,1034660-1,2018-05-04,2018-06-12,76946.0,08348-01 (DDG125),9661 SPOTSWOOD TRAIL,,stanardsville,05,VA,Virginia,USA,United States,229732942,2X,For-Profit Organization,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08348-01,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
FREEMCLKFXE3,BATH IRON WORKS CORPORATION,HUNTINGTON INGALLS INCORPORATED,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,20699953,9e697a44-fcb9-11ef-8e2a-e7034f2d18cd,1021497-2,2018-05-11,2018-06-12,28340.39,04018-01 P&L PANELS (DDG125),700 WASHINGTON ST,,bath,01,ME,Maine,USA,United States,045302574,2X; MF,For-Profit Organization; Manufacturer of Goods,723611; 724779; 1378654; 807466; 1222196,Scott  Blackburn; Patrick  Thomas; Dirk  Lesko; Jerry  Cashman; Fred  Harris,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
XYNDM1Y7XGG7,AMERICAN METAL BEARING COMPANY,HUNTINGTON INGALLS INCORPORATED,PM2FDF7CCNC2,"MARISCO, LTD.",20699866,9e688ba2-fcb9-11ef-8e2a-e7034f2d18cd,1037392-1,2018-05-14,2018-06-12,32885.86,REBUY NCR 295635 DDG125,7191 ACACIA AVE,,garden grove,40,CA,California,USA,United States,928415297,27; 2X; MF; XS,Self-Certified Small Disadvantaged Business; For-Profit Organization; Manufacturer of Goods; S Corporation,103355; 130707; 202634; 191485,Carmen  Acosta; Fred  Anawati; Jim  DeMaio; John  Henderson; Michael  Litton,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-06-12,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,PRODUCTION SUPPORT&INDUSTRIAL SERVICES (DDG 123),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 123,1,Long-lead,May 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,Ingalls Shipbuilding,SKKACASET588,DYNALEC CORPORATION,20700341,9e6e1798-fcb9-11ef-8e2a-e7034f2d18cd,1044123-1,2018-06-19,2018-07-06,52510.0,08007-05  DDG125,87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-07-06,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"PROVIDE ON-BOARD SPARES&REPAIR PARTS, EQUIPAGE, SPECIAL TOOLS, SUPPORT&TEST EQUIPMENT FOR CLINS 0001, 0018,&0101- DDG 117",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08007-05,HII-Ingalls,,,,DDG 125,1,DDG 117,1,Long-lead,Jun 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
NK1RB5VKXES9,"DETROIT SWITCH, INC.",HUNTINGTON INGALLS INCORPORATED,,,20700187,9e6c5534-fcb9-11ef-8e2a-e7034f2d18cd,1053439-1,2018-08-14,2018-09-12,30208.5,08027-01  DDG125,1025 BEAVER AVE STE 9,,pittsburgh,14,PA,Pennsylvania,USA,United States,152332332,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-09-10,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCT FY 13 DDG 51 CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08027-01,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Aug 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,20700340,9e6e150e-fcb9-11ef-8e2a-e7034f2d18cd,1058932-1,2018-09-17,2018-10-10,52164.0,08040-02 (DDG125),87 W MAIN ST,,sodus,25,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-10-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FY13 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 117
CONSTRUCT FY14 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 119
CONSTRUCT FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 121
CONSTRUCT FY16 DDG 51 GUIDED MISSILE DESTROYER DDG 123",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08040-02,HII-Ingalls,,,,DDG 125,1,DDG 117 / DDG 119 / DDG 121 / DDG 123,4,Long-lead,Sep 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
XECCFU26TTP9,"MONITEQ, INC.",HUNTINGTON INGALLS INCORPORATED,,,20701230,a0acb06e-fcb9-11ef-8e2a-e7034f2d18cd,1062166-1,2018-10-12,2018-11-13,50680.0,08365-01 (DDG125),213 CHURCH ST,,greensboro,01,MD,Maryland,USA,United States,216391405,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-11-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FISCAL YEAR 16 DDG 51 GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FISCAL YEAR 17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08365-01,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Long-lead,Oct 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
NQKEVF8KEMP1,PIVOTAL POWER INC,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,20701438,a0af4e96-fcb9-11ef-8e2a-e7034f2d18cd,1062481-1,2018-10-26,2018-11-13,160264.0,08404-01 (DDG125),150 BLUEWATER RD,,bedford,,ZZ,Non-US,CA,Canada,B4B 1G9,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-11-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FISCAL YEAR 16 DDG 51 GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FISCAL YEAR 17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08404-01,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Long-lead,Oct 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",HUNTINGTON INGALLS INCORPORATED,,,20700857,a0a89cea-fcb9-11ef-8e2a-e7034f2d18cd,1067766-1,2018-10-31,2018-11-13,44702.0,05248-01 (DDG-125),270 N MILL ST,,saukville,05,WI,Wisconsin,USA,United States,530801940,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-11-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"CONSTRUCT FISCAL YEAR 16 DDG 51 GUIDED MISSILE DESTROYER DDG 123
CONSTRUCT FISCAL YEAR 17 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG 125",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05248-01,HII-Ingalls,,,,DDG 125,1,DDG 123 / DDG 125,2,Long-lead,Oct 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
GXPHJRVG9MR7,"DRS POWER & CONTROL TECHNOLOGIES, INC",Ingalls Shipbuilding,W8PTMRME1496,LEONARDO SPA,20700255,9e6d309e-fcb9-11ef-8e2a-e7034f2d18cd,1066391-1,2018-11-01,2018-12-19,34872.8,08007-13  DDG125,4265 N 30TH ST,,milwaukee,04,WI,Wisconsin,USA,United States,532161821,2X; MF,For-Profit Organization; Manufacturer of Goods,1318215; 570776; 765989; 1912538; 502553,Roger  Sexauer; Mike  Dippold; Jason  Rinsky; Terrence  Murphy; Keith  Gainer,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-12-18,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08007-13,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Nov 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
GXPHJRVG9MR7,"DRS POWER & CONTROL TECHNOLOGIES, INC",Ingalls Shipbuilding,W8PTMRME1496,LEONARDO SPA,20700254,9e6d2e0a-fcb9-11ef-8e2a-e7034f2d18cd,1066391-1,2018-11-01,2018-12-19,34872.8,08007-13  DDG125,4265 N 30TH ST,,milwaukee,04,WI,Wisconsin,USA,United States,532161821,2X; MF,For-Profit Organization; Manufacturer of Goods,1318215; 570776; 765989; 502553; 1912538,Roger  Sexauer; Mike  Dippold; Jason  Rinsky; Keith  Gainer; Terrence  Murphy,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2018-12-18,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY15 DDG 51 CLASS GUIDED MISSILE DESTROYER,336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08007-13,HII-Ingalls,,,,DDG 125,1,,0,Long-lead,Nov 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",Ingalls Shipbuilding,,,20699939,9e695528-fcb9-11ef-8e2a-e7034f2d18cd,1073162-1,2018-12-04,2019-01-16,88800.0,DDG125 VALVE BALL,30 INDUSTRIAL PARK RD,,vernon,02,CT,Connecticut,USA,United States,060665523,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002413C2307,CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,9700,,,AWARD,3.344628911E9,2019-01-09,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF FY 13 DDG 51 CLASS GUIDED MISSILE DESTROYER (DDG 117),336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,,HII-Ingalls,,,,DDG 125,1,DDG 117,1,Long-lead,Dec 2018 in DDG 125 long-lead window (before fabrication start),Actual,,
